id,Course,Year,NumClasses,FirstTimePref,SecondTimePref,ThirdTimePref
5608,CMSC 99999,1,4,Afternoon,Evening,Morning
5609,CMSC 99999,2,4,Afternoon,Evening,Morning
5610,CMSC 99999,3,9,Afternoon,Evening,Morning
5611,CMSC 99999,2,2,Morning,Evening,Afternoon
5612,CMSC 99999,4,10,Morning,Afternoon,Evening
5613,CMSC 99999,2,2,Afternoon,Evening,Morning
5614,CMSC 99999,2,8,Morning,Evening,Afternoon
5615,CMSC 99999,4,11,Afternoon,Evening,Morning
5616,CMSC 99999,2,2,Morning,Evening,Afternoon
5617,CMSC 99999,3,1,Afternoon,Morning,Evening
5618,CMSC 99999,2,6,Morning,Afternoon,Evening
5619,CMSC 99999,3,7,Evening,Afternoon,Morning
5620,CMSC 99999,1,4,Evening,Afternoon,Morning
5621,CMSC 99999,3,8,Afternoon,Morning,Evening
5622,CMSC 99999,3,7,Afternoon,Evening,Morning
5623,CMSC 99999,3,1,Afternoon,Evening,Morning
5624,CMSC 99999,4,5,Afternoon,Evening,Morning
5625,CMSC 99999,4,1,Afternoon,Morning,Evening
5626,CMSC 99999,2,1,Afternoon,Evening,Morning
5627,CMSC 99999,2,4,Afternoon,Evening,Morning
5628,CMSC 99999,3,8,Afternoon,Morning,Evening
5629,CMSC 99999,1,2,Afternoon,Evening,Morning
5630,CMSC 99999,2,10,Evening,Morning,Afternoon
5631,CMSC 99999,3,9,Evening,Afternoon,Morning
5632,CMSC 99999,1,1,Afternoon,Evening,Morning
5633,CMSC 99999,2,8,Afternoon,Evening,Morning
5634,CMSC 99999,2,4,Evening,Morning,Afternoon
5635,CMSC 99999,1,4,Morning,Afternoon,Evening
5636,CMSC 99999,2,1,Afternoon,Evening,Morning
5637,CMSC 99999,2,9,Evening,Afternoon,Morning
5638,CMSC 99999,2,5,Afternoon,Evening,Morning
5639,CMSC 99999,2,10,Evening,Afternoon,Morning
5640,CMSC 99999,2,7,Evening,Afternoon,Morning
5641,CMSC 99999,3,4,Afternoon,Morning,Evening
5642,CMSC 99999,1,4,Morning,Evening,Afternoon
5643,CMSC 99999,1,4,Afternoon,Evening,Morning
5644,CMSC 99999,3,5,Afternoon,Evening,Morning
5645,CMSC 99999,2,4,Evening,Afternoon,Morning
5646,CMSC 99999,4,1,Afternoon,Morning,Evening
5647,CMSC 99999,3,6,Morning,Afternoon,Evening
5648,CMSC 99999,2,2,Morning,Afternoon,Evening
5649,CMSC 99999,3,4,Evening,Afternoon,Morning
5650,CMSC 99999,4,4,Evening,Afternoon,Morning
5651,CMSC 99999,1,2,Afternoon,Evening,Morning
5652,CMSC 99999,4,1,Afternoon,Morning,Evening
5653,CMSC 99999,1,3,Evening,Morning,Afternoon
5654,CMSC 99999,2,3,Evening,Morning,Afternoon
5655,CMSC 99999,3,7,Afternoon,Evening,Morning
5656,CMSC 99999,2,7,Morning,Evening,Afternoon
5657,CMSC 99999,2,10,Afternoon,Evening,Morning
5658,CMSC 99999,2,2,Afternoon,Morning,Evening
5659,CMSC 99999,3,10,Morning,Evening,Afternoon
5660,CMSC 99999,1,1,Evening,Afternoon,Morning
5661,CMSC 99999,4,9,Evening,Afternoon,Morning
5662,CMSC 99999,3,3,Evening,Afternoon,Morning
5663,CMSC 99999,2,1,Morning,Evening,Afternoon
5664,CMSC 99999,4,14,Morning,Afternoon,Evening
5665,CMSC 99999,3,1,Evening,Morning,Afternoon
5666,CMSC 99999,4,4,Morning,Afternoon,Evening
5667,CMSC 99999,2,5,Evening,Afternoon,Morning
5668,CMSC 99999,1,4,Afternoon,Evening,Morning
5669,CMSC 99999,3,9,Evening,Afternoon,Morning
5670,CMSC 99999,4,5,Afternoon,Evening,Morning
5671,CMSC 99999,2,2,Morning,Afternoon,Evening
5672,CMSC 99999,2,5,Morning,Afternoon,Evening
5673,CMSC 99999,2,9,Afternoon,Evening,Morning
5674,CMSC 99999,4,3,Evening,Afternoon,Morning
5675,CMSC 99999,2,3,Evening,Morning,Afternoon
5676,CMSC 99999,3,10,Afternoon,Morning,Evening
5677,CMSC 99999,1,3,Afternoon,Morning,Evening
5678,CMSC 99999,2,10,Afternoon,Morning,Evening
5679,CMSC 99999,3,1,Afternoon,Evening,Morning
5680,CMSC 99999,2,5,Afternoon,Evening,Morning
5681,CMSC 99999,2,3,Afternoon,Evening,Morning
5682,CMSC 99999,1,2,Afternoon,Evening,Morning
5683,CMSC 99999,2,3,Afternoon,Morning,Evening
5684,CMSC 99999,1,4,Morning,Afternoon,Evening
5685,CMSC 99999,4,3,Evening,Morning,Afternoon
5686,CMSC 99999,4,1,Evening,Morning,Afternoon
5687,CMSC 99999,1,3,Evening,Morning,Afternoon
5688,CMSC 99999,3,1,Evening,Afternoon,Morning
5689,CMSC 99999,2,10,Evening,Afternoon,Morning
5690,CMSC 99999,4,2,Afternoon,Morning,Evening
5691,CMSC 99999,1,1,Evening,Afternoon,Morning
5692,CMSC 99999,3,11,Afternoon,Evening,Morning
5693,CMSC 99999,2,1,Morning,Afternoon,Evening
5694,CMSC 99999,1,3,Morning,Evening,Afternoon
5695,CMSC 99999,1,3,Afternoon,Evening,Morning
5696,CMSC 99999,2,8,Afternoon,Evening,Morning
5697,CMSC 99999,4,9,Morning,Afternoon,Evening
5698,CMSC 99999,4,10,Afternoon,Evening,Morning
5699,CMSC 99999,3,7,Evening,Afternoon,Morning
5700,CMSC 99999,4,5,Afternoon,Evening,Morning
5701,CMSC 99999,1,2,Morning,Evening,Afternoon
5702,CMSC 99999,3,9,Afternoon,Evening,Morning
5703,CMSC 99999,1,3,Afternoon,Evening,Morning
5704,CMSC 99999,1,1,Afternoon,Morning,Evening
5705,CMSC 99999,4,7,Afternoon,Evening,Morning
5706,CMSC 99999,4,7,Afternoon,Morning,Evening
5707,CMSC 99999,2,3,Afternoon,Evening,Morning
5708,CMSC 99999,3,9,Afternoon,Morning,Evening
5709,CMSC 99999,2,3,Morning,Afternoon,Evening
5710,CMSC 99999,2,10,Evening,Morning,Afternoon
5711,CMSC 99999,4,9,Morning,Evening,Afternoon
5712,CMSC 99999,2,8,Evening,Afternoon,Morning
5713,CMSC 99999,2,8,Morning,Evening,Afternoon
5714,CMSC 99999,1,1,Evening,Afternoon,Morning
5715,CMSC 99999,2,4,Evening,Morning,Afternoon
5716,CMSC 99999,4,2,Morning,Evening,Afternoon
5717,CMSC 99999,1,2,Morning,Evening,Afternoon
5718,CMSC 99999,4,13,Afternoon,Morning,Evening
5719,CMSC 99999,4,7,Morning,Afternoon,Evening
5720,CMSC 99999,4,1,Afternoon,Morning,Evening
5721,CMSC 99999,1,4,Evening,Afternoon,Morning
5722,CMSC 99999,3,2,Morning,Evening,Afternoon
5723,CMSC 99999,2,2,Evening,Morning,Afternoon
5724,CMSC 99999,4,13,Evening,Afternoon,Morning
5725,CMSC 99999,1,3,Morning,Evening,Afternoon
5726,CMSC 99999,1,3,Evening,Afternoon,Morning
5727,CMSC 99999,2,8,Evening,Afternoon,Morning
5728,CMSC 99999,3,7,Afternoon,Morning,Evening
5729,CMSC 99999,3,3,Morning,Afternoon,Evening
5730,CMSC 99999,2,8,Afternoon,Morning,Evening
5731,CMSC 99999,1,3,Evening,Morning,Afternoon
5732,CMSC 99999,4,4,Morning,Afternoon,Evening
5733,CMSC 99999,1,2,Morning,Afternoon,Evening
5734,CMSC 99999,3,8,Afternoon,Morning,Evening
5735,CMSC 99999,4,7,Afternoon,Evening,Morning
5736,CMSC 99999,3,6,Afternoon,Evening,Morning
5737,CMSC 99999,1,4,Morning,Afternoon,Evening
5738,CMSC 99999,1,2,Evening,Afternoon,Morning
5739,CMSC 99999,3,3,Morning,Afternoon,Evening
5740,CMSC 99999,4,14,Afternoon,Evening,Morning
5741,CMSC 99999,1,4,Afternoon,Evening,Morning
5742,CMSC 99999,3,4,Afternoon,Morning,Evening
5743,CMSC 99999,3,3,Evening,Morning,Afternoon
5744,CMSC 99999,1,3,Morning,Afternoon,Evening
5745,CMSC 99999,4,6,Evening,Afternoon,Morning
5746,CMSC 99999,2,9,Afternoon,Morning,Evening
5747,CMSC 99999,4,5,Morning,Afternoon,Evening
5748,CMSC 99999,4,3,Afternoon,Evening,Morning
5749,CMSC 99999,4,13,Afternoon,Morning,Evening
5750,CMSC 99999,2,4,Evening,Morning,Afternoon
5751,CMSC 99999,1,2,Evening,Morning,Afternoon
5752,CMSC 99999,3,10,Evening,Morning,Afternoon
5753,CMSC 99999,4,10,Morning,Evening,Afternoon
5754,CMSC 99999,2,3,Evening,Morning,Afternoon
5755,CMSC 99999,2,6,Morning,Evening,Afternoon
5756,CMSC 99999,1,4,Evening,Morning,Afternoon
5757,CMSC 99999,3,5,Evening,Morning,Afternoon
5758,CMSC 99999,4,13,Morning,Afternoon,Evening
5759,CMSC 99999,4,2,Evening,Morning,Afternoon
5760,CMSC 99999,2,7,Evening,Morning,Afternoon
5761,CMSC 99999,2,5,Afternoon,Evening,Morning
5762,CMSC 99999,1,2,Afternoon,Evening,Morning
5763,CMSC 99999,1,4,Morning,Evening,Afternoon
5764,CMSC 99999,3,4,Morning,Afternoon,Evening
5765,CMSC 99999,2,9,Afternoon,Morning,Evening
5766,CMSC 99999,1,3,Afternoon,Evening,Morning
5767,CMSC 99999,4,5,Morning,Evening,Afternoon
5768,CMSC 99999,2,6,Morning,Afternoon,Evening
5769,CMSC 99999,1,2,Afternoon,Evening,Morning
5770,CMSC 99999,2,3,Afternoon,Morning,Evening
5771,CMSC 99999,2,3,Afternoon,Evening,Morning
5772,CMSC 99999,3,8,Morning,Evening,Afternoon
5773,CMSC 99999,2,7,Evening,Morning,Afternoon
5774,CMSC 99999,2,9,Morning,Evening,Afternoon
5775,CMSC 99999,4,14,Evening,Morning,Afternoon
5776,CMSC 99999,1,2,Evening,Morning,Afternoon
5777,CMSC 99999,3,5,Afternoon,Evening,Morning
5778,CMSC 99999,4,4,Evening,Afternoon,Morning
5779,CMSC 99999,4,2,Afternoon,Morning,Evening
5780,CMSC 99999,4,4,Evening,Morning,Afternoon
5781,CMSC 99999,1,3,Afternoon,Evening,Morning
5782,CMSC 99999,3,11,Morning,Afternoon,Evening
5783,CMSC 99999,1,1,Morning,Evening,Afternoon
5784,CMSC 99999,2,6,Morning,Afternoon,Evening
5785,CMSC 99999,1,4,Evening,Morning,Afternoon
5786,CMSC 99999,3,6,Afternoon,Evening,Morning
5787,CMSC 99999,3,5,Morning,Evening,Afternoon
5788,CMSC 99999,3,9,Morning,Afternoon,Evening
5789,CMSC 99999,1,1,Morning,Evening,Afternoon
5790,CMSC 99999,3,1,Evening,Afternoon,Morning
5791,CMSC 99999,1,4,Evening,Morning,Afternoon
5792,CMSC 99999,3,1,Morning,Afternoon,Evening
5793,CMSC 99999,2,4,Afternoon,Morning,Evening
5794,CMSC 99999,4,7,Evening,Afternoon,Morning
5795,CMSC 99999,1,2,Afternoon,Evening,Morning
5796,CMSC 99999,2,8,Afternoon,Evening,Morning
5797,CMSC 99999,1,4,Afternoon,Evening,Morning
5798,CMSC 99999,2,7,Evening,Afternoon,Morning
5799,CMSC 99999,2,4,Evening,Morning,Afternoon
5800,CMSC 99999,3,5,Evening,Afternoon,Morning
5801,CMSC 99999,1,1,Afternoon,Morning,Evening
5802,CMSC 99999,1,4,Morning,Afternoon,Evening
5803,CMSC 99999,3,12,Morning,Evening,Afternoon
5804,CMSC 99999,1,1,Evening,Afternoon,Morning
5805,CMSC 99999,2,7,Morning,Afternoon,Evening
5806,CMSC 99999,1,4,Afternoon,Morning,Evening
5807,CMSC 99999,2,7,Afternoon,Morning,Evening
5808,CMSC 99999,3,9,Afternoon,Evening,Morning
5809,CMSC 99999,1,4,Morning,Afternoon,Evening
5810,CMSC 99999,1,1,Evening,Afternoon,Morning
5811,CMSC 99999,3,7,Morning,Afternoon,Evening
5812,CMSC 99999,2,6,Morning,Evening,Afternoon
5813,CMSC 99999,1,4,Afternoon,Evening,Morning
5814,CMSC 99999,2,7,Evening,Morning,Afternoon
5815,CMSC 99999,4,7,Morning,Afternoon,Evening
5816,CMSC 99999,1,3,Evening,Afternoon,Morning
5817,CMSC 99999,2,4,Afternoon,Evening,Morning
5818,CMSC 99999,3,8,Evening,Morning,Afternoon
5819,CMSC 99999,2,9,Evening,Morning,Afternoon
5820,CMSC 99999,4,1,Evening,Afternoon,Morning
5821,CMSC 99999,4,2,Afternoon,Evening,Morning
5822,CMSC 99999,4,12,Afternoon,Morning,Evening
5823,CMSC 99999,1,3,Evening,Afternoon,Morning
5824,CMSC 99999,4,4,Evening,Morning,Afternoon
5825,CMSC 99999,1,4,Afternoon,Evening,Morning
5826,CMSC 99999,2,8,Morning,Afternoon,Evening
5827,CMSC 99999,4,2,Morning,Evening,Afternoon
5828,CMSC 99999,1,2,Morning,Evening,Afternoon
5829,CMSC 99999,4,14,Afternoon,Evening,Morning
5830,CMSC 99999,4,5,Afternoon,Evening,Morning
5831,CMSC 99999,4,1,Evening,Afternoon,Morning
5832,CMSC 99999,1,4,Evening,Afternoon,Morning
5833,CMSC 99999,2,10,Evening,Afternoon,Morning
5834,CMSC 99999,2,1,Morning,Evening,Afternoon
5835,CMSC 99999,2,7,Afternoon,Evening,Morning
5836,CMSC 99999,1,3,Morning,Evening,Afternoon
5837,CMSC 99999,4,3,Morning,Afternoon,Evening
5838,CMSC 99999,1,3,Evening,Afternoon,Morning
5839,CMSC 99999,1,2,Morning,Evening,Afternoon
5840,CMSC 99999,2,8,Morning,Evening,Afternoon
5841,CMSC 99999,3,8,Evening,Morning,Afternoon
5842,CMSC 99999,1,2,Evening,Afternoon,Morning
5843,CMSC 99999,2,7,Evening,Morning,Afternoon
5844,CMSC 99999,2,3,Afternoon,Evening,Morning
5845,CMSC 99999,1,4,Afternoon,Evening,Morning
5846,CMSC 99999,1,2,Morning,Evening,Afternoon
5847,CMSC 99999,3,7,Evening,Morning,Afternoon
5848,CMSC 99999,1,1,Afternoon,Morning,Evening
5849,CMSC 99999,4,9,Afternoon,Evening,Morning
5850,CMSC 99999,1,1,Evening,Morning,Afternoon
5851,CMSC 99999,1,1,Evening,Morning,Afternoon
5852,CMSC 99999,4,11,Evening,Afternoon,Morning
5853,CMSC 99999,2,5,Evening,Morning,Afternoon
5854,CMSC 99999,2,2,Afternoon,Evening,Morning
5855,CMSC 99999,1,2,Morning,Evening,Afternoon
5856,CMSC 99999,2,7,Morning,Evening,Afternoon
5857,CMSC 99999,1,1,Evening,Morning,Afternoon
5858,CMSC 99999,4,7,Morning,Afternoon,Evening
5859,CMSC 99999,3,10,Evening,Morning,Afternoon
5860,CMSC 99999,4,3,Evening,Afternoon,Morning
5861,CMSC 99999,1,1,Morning,Afternoon,Evening
5862,CMSC 99999,4,14,Afternoon,Evening,Morning
5863,CMSC 99999,3,8,Afternoon,Evening,Morning
5864,CMSC 99999,2,6,Morning,Afternoon,Evening
5865,CMSC 99999,3,1,Evening,Morning,Afternoon
5866,CMSC 99999,2,4,Morning,Evening,Afternoon
5867,CMSC 99999,3,7,Morning,Evening,Afternoon
5868,CMSC 99999,2,4,Morning,Evening,Afternoon
5869,CMSC 99999,3,2,Afternoon,Evening,Morning
5870,CMSC 99999,1,1,Morning,Evening,Afternoon
5871,CMSC 99999,2,7,Morning,Afternoon,Evening
5872,CMSC 99999,3,10,Afternoon,Evening,Morning
5873,CMSC 99999,1,1,Afternoon,Evening,Morning
5874,CMSC 99999,4,6,Morning,Evening,Afternoon
5875,CMSC 99999,2,1,Afternoon,Morning,Evening
5876,CMSC 99999,2,4,Afternoon,Morning,Evening
5877,CMSC 99999,4,11,Evening,Morning,Afternoon
5878,CMSC 99999,1,1,Evening,Morning,Afternoon
5879,CMSC 99999,4,11,Evening,Afternoon,Morning
5880,CMSC 99999,2,6,Afternoon,Morning,Evening
5881,CMSC 99999,3,10,Morning,Afternoon,Evening
5882,CMSC 99999,1,4,Afternoon,Evening,Morning
5883,CMSC 99999,4,10,Evening,Afternoon,Morning
5884,CMSC 99999,4,11,Morning,Evening,Afternoon
5885,CMSC 99999,1,4,Morning,Evening,Afternoon
5886,CMSC 99999,2,3,Morning,Evening,Afternoon
5887,CMSC 99999,2,9,Afternoon,Morning,Evening
5888,CMSC 99999,2,2,Evening,Morning,Afternoon
5889,CMSC 99999,2,2,Morning,Afternoon,Evening
5890,CMSC 99999,2,9,Morning,Afternoon,Evening
5891,CMSC 99999,3,2,Afternoon,Evening,Morning
5892,CMSC 99999,1,3,Morning,Afternoon,Evening
5893,CMSC 99999,2,7,Evening,Afternoon,Morning
5894,CMSC 99999,4,11,Morning,Afternoon,Evening
5895,CMSC 99999,4,10,Morning,Evening,Afternoon
5896,CMSC 99999,2,2,Morning,Afternoon,Evening
5897,CMSC 99999,4,10,Afternoon,Evening,Morning
5898,CMSC 99999,2,6,Morning,Evening,Afternoon
5899,CMSC 99999,2,7,Evening,Afternoon,Morning
5900,CMSC 99999,3,9,Afternoon,Evening,Morning
5901,CMSC 99999,4,14,Afternoon,Morning,Evening
5902,CMSC 99999,2,3,Afternoon,Evening,Morning
5903,CMSC 99999,1,4,Evening,Morning,Afternoon
5904,CMSC 99999,2,6,Afternoon,Evening,Morning
5905,CMSC 99999,2,3,Morning,Evening,Afternoon
5906,CMSC 99999,2,5,Evening,Morning,Afternoon
5907,CMSC 99999,3,4,Evening,Afternoon,Morning
5908,CMSC 99999,3,5,Evening,Morning,Afternoon
5909,CMSC 99999,4,12,Evening,Morning,Afternoon
5910,CMSC 99999,1,1,Morning,Afternoon,Evening
5911,CMSC 99999,4,5,Afternoon,Evening,Morning
5912,CMSC 99999,1,3,Evening,Morning,Afternoon
5913,CMSC 99999,2,2,Afternoon,Morning,Evening
5914,CMSC 99999,4,6,Morning,Afternoon,Evening
5915,CMSC 99999,3,3,Evening,Afternoon,Morning
5916,CMSC 99999,4,1,Afternoon,Morning,Evening
5917,CMSC 99999,1,4,Morning,Evening,Afternoon
5918,CMSC 99999,3,3,Evening,Afternoon,Morning
5919,CMSC 99999,1,3,Evening,Morning,Afternoon
5920,CMSC 99999,4,8,Afternoon,Morning,Evening
5921,CMSC 99999,4,11,Afternoon,Evening,Morning
5922,CMSC 99999,4,3,Evening,Afternoon,Morning
5923,CMSC 99999,4,10,Evening,Morning,Afternoon
5924,CMSC 99999,2,8,Evening,Afternoon,Morning
5925,CMSC 99999,4,5,Afternoon,Evening,Morning
5926,CMSC 99999,3,9,Morning,Evening,Afternoon
5927,CMSC 99999,1,4,Evening,Morning,Afternoon
5928,CMSC 99999,3,12,Evening,Morning,Afternoon
5929,CMSC 99999,2,2,Evening,Afternoon,Morning
5930,CMSC 99999,1,3,Evening,Morning,Afternoon
5931,CMSC 99999,3,12,Morning,Evening,Afternoon
5932,CMSC 99999,2,4,Evening,Afternoon,Morning
5933,CMSC 99999,3,6,Morning,Evening,Afternoon
5934,CMSC 99999,1,4,Afternoon,Evening,Morning
5935,CMSC 99999,4,13,Evening,Afternoon,Morning
5936,CMSC 99999,1,2,Evening,Morning,Afternoon
5937,CMSC 99999,1,3,Evening,Afternoon,Morning
5938,CMSC 99999,3,2,Evening,Morning,Afternoon
5939,CMSC 99999,3,4,Evening,Afternoon,Morning
5940,CMSC 99999,4,8,Morning,Afternoon,Evening
5941,CMSC 99999,2,8,Morning,Evening,Afternoon
5942,CMSC 99999,4,9,Morning,Afternoon,Evening
5943,CMSC 99999,3,7,Afternoon,Evening,Morning
5944,CMSC 99999,3,3,Evening,Afternoon,Morning
5945,CMSC 99999,2,2,Morning,Afternoon,Evening
5946,CMSC 99999,2,7,Morning,Evening,Afternoon
5947,CMSC 99999,4,13,Morning,Evening,Afternoon
5948,CMSC 99999,2,10,Evening,Afternoon,Morning
5949,CMSC 99999,1,3,Evening,Morning,Afternoon
5950,CMSC 99999,1,3,Afternoon,Morning,Evening
5951,CMSC 99999,3,3,Morning,Evening,Afternoon
5952,CMSC 99999,2,10,Afternoon,Evening,Morning
5953,CMSC 99999,2,8,Afternoon,Evening,Morning
5954,CMSC 99999,4,7,Morning,Afternoon,Evening
5955,CMSC 99999,4,11,Evening,Morning,Afternoon
5956,CMSC 99999,1,4,Afternoon,Morning,Evening
5957,CMSC 99999,2,9,Evening,Morning,Afternoon
5958,CMSC 99999,2,9,Morning,Afternoon,Evening
5959,CMSC 99999,4,14,Afternoon,Evening,Morning
5960,CMSC 99999,4,14,Morning,Afternoon,Evening
5961,CMSC 99999,1,3,Afternoon,Morning,Evening
5962,CMSC 99999,1,1,Afternoon,Evening,Morning
5963,CMSC 99999,4,12,Afternoon,Morning,Evening
5964,CMSC 99999,3,4,Evening,Afternoon,Morning
5965,CMSC 99999,1,1,Evening,Morning,Afternoon
5966,CMSC 99999,4,2,Afternoon,Morning,Evening
5967,CMSC 99999,1,4,Morning,Afternoon,Evening
5968,CMSC 99999,4,8,Morning,Afternoon,Evening
5969,CMSC 99999,4,7,Afternoon,Morning,Evening
5970,CMSC 99999,1,2,Afternoon,Morning,Evening
5971,CMSC 99999,3,10,Afternoon,Morning,Evening
5972,CMSC 99999,2,2,Afternoon,Morning,Evening
5973,CMSC 99999,1,3,Afternoon,Morning,Evening
5974,CMSC 99999,4,14,Evening,Morning,Afternoon
5975,CMSC 99999,4,1,Evening,Afternoon,Morning
5976,CMSC 99999,3,4,Evening,Afternoon,Morning
5977,CMSC 99999,3,12,Morning,Afternoon,Evening
5978,CMSC 99999,4,10,Afternoon,Morning,Evening
5979,CMSC 99999,2,1,Evening,Afternoon,Morning
5980,CMSC 99999,2,3,Evening,Morning,Afternoon
5981,CMSC 99999,1,2,Evening,Afternoon,Morning
5982,CMSC 99999,4,12,Afternoon,Morning,Evening
5983,CMSC 99999,3,11,Evening,Afternoon,Morning
5984,CMSC 99999,4,9,Morning,Evening,Afternoon
5985,CMSC 99999,4,3,Evening,Morning,Afternoon
5986,CMSC 99999,2,2,Morning,Afternoon,Evening
5987,CMSC 99999,4,8,Evening,Morning,Afternoon
5988,CMSC 99999,2,9,Afternoon,Morning,Evening
5989,CMSC 99999,3,5,Afternoon,Evening,Morning
5990,CMSC 99999,3,1,Evening,Afternoon,Morning
5991,CMSC 99999,2,8,Evening,Morning,Afternoon
5992,CMSC 99999,4,4,Evening,Afternoon,Morning
5993,CMSC 99999,3,1,Morning,Afternoon,Evening
5994,CMSC 99999,1,3,Evening,Morning,Afternoon
5995,CMSC 99999,1,4,Evening,Afternoon,Morning
5996,CMSC 99999,2,10,Morning,Afternoon,Evening
5997,CMSC 99999,3,9,Morning,Afternoon,Evening
5998,CMSC 99999,2,9,Morning,Afternoon,Evening
5999,CMSC 99999,1,4,Afternoon,Evening,Morning
6000,CMSC 99999,3,3,Morning,Afternoon,Evening
6001,CMSC 99999,3,4,Afternoon,Evening,Morning
6002,CMSC 99999,1,2,Evening,Afternoon,Morning
6003,CMSC 99999,2,6,Afternoon,Morning,Evening
6004,CMSC 99999,2,2,Afternoon,Evening,Morning
6005,CMSC 99999,4,13,Morning,Evening,Afternoon
6006,CMSC 99999,1,2,Afternoon,Evening,Morning
6007,CMSC 99999,1,3,Afternoon,Morning,Evening
6008,CMSC 99999,4,10,Morning,Evening,Afternoon
6009,CMSC 99999,2,4,Afternoon,Morning,Evening
6010,CMSC 99999,1,2,Morning,Evening,Afternoon
6011,CMSC 99999,4,5,Morning,Evening,Afternoon
6012,CMSC 99999,3,4,Evening,Afternoon,Morning
6013,CMSC 99999,4,13,Afternoon,Evening,Morning
6014,CMSC 99999,2,1,Evening,Morning,Afternoon
6015,CMSC 99999,4,14,Evening,Afternoon,Morning
6016,CMSC 99999,2,6,Afternoon,Evening,Morning
6017,CMSC 99999,2,4,Evening,Afternoon,Morning
6018,CMSC 99999,1,3,Morning,Evening,Afternoon
6019,CMSC 99999,3,9,Evening,Afternoon,Morning
6020,CMSC 99999,1,1,Morning,Afternoon,Evening
6021,CMSC 99999,3,12,Morning,Afternoon,Evening
6022,CMSC 99999,4,9,Evening,Afternoon,Morning
6023,CMSC 99999,4,14,Afternoon,Morning,Evening
6024,CMSC 99999,3,4,Afternoon,Morning,Evening
6025,CMSC 99999,2,1,Afternoon,Morning,Evening
6026,CMSC 99999,2,1,Morning,Evening,Afternoon
6027,CMSC 99999,4,10,Afternoon,Evening,Morning
6028,CMSC 99999,3,4,Evening,Morning,Afternoon
6029,CMSC 99999,1,1,Afternoon,Morning,Evening
6030,CMSC 99999,3,3,Afternoon,Evening,Morning
6031,CMSC 99999,1,1,Morning,Afternoon,Evening
6032,CMSC 99999,2,10,Evening,Afternoon,Morning
6033,CMSC 99999,2,3,Morning,Afternoon,Evening
6034,CMSC 99999,3,10,Morning,Evening,Afternoon
6035,CMSC 99999,3,1,Morning,Evening,Afternoon
6036,CMSC 99999,1,1,Morning,Evening,Afternoon
6037,CMSC 99999,3,10,Evening,Afternoon,Morning
6038,CMSC 99999,1,4,Evening,Morning,Afternoon
6039,CMSC 99999,4,11,Evening,Morning,Afternoon
6040,CMSC 99999,3,11,Afternoon,Morning,Evening
6041,CMSC 99999,1,3,Morning,Evening,Afternoon
6042,CMSC 99999,1,2,Morning,Afternoon,Evening
6043,CMSC 99999,4,7,Afternoon,Morning,Evening
6044,CMSC 99999,2,5,Evening,Morning,Afternoon
6045,CMSC 99999,1,1,Evening,Afternoon,Morning
6046,CMSC 99999,4,2,Morning,Afternoon,Evening
6047,CMSC 99999,4,9,Afternoon,Morning,Evening
6048,CMSC 99999,1,1,Evening,Morning,Afternoon
6049,CMSC 99999,3,11,Afternoon,Morning,Evening
6050,CMSC 99999,4,7,Afternoon,Evening,Morning
6051,CMSC 99999,1,3,Evening,Morning,Afternoon
6052,CMSC 99999,3,9,Morning,Afternoon,Evening
6053,CMSC 99999,1,2,Evening,Morning,Afternoon
6054,CMSC 99999,4,12,Afternoon,Morning,Evening
6055,CMSC 99999,1,2,Evening,Morning,Afternoon
6056,CMSC 99999,3,7,Evening,Morning,Afternoon
6057,CMSC 99999,3,12,Afternoon,Morning,Evening
6058,CMSC 99999,2,3,Morning,Afternoon,Evening
6059,CMSC 99999,2,8,Evening,Morning,Afternoon
6060,CMSC 99999,2,8,Morning,Evening,Afternoon
6061,CMSC 99999,1,2,Evening,Morning,Afternoon
6062,CMSC 99999,1,1,Evening,Afternoon,Morning
6063,CMSC 99999,4,11,Morning,Evening,Afternoon
6064,CMSC 99999,3,11,Afternoon,Evening,Morning
6065,CMSC 99999,3,2,Evening,Afternoon,Morning
6066,CMSC 99999,4,10,Evening,Afternoon,Morning
6067,CMSC 99999,2,1,Afternoon,Evening,Morning
6068,CMSC 99999,4,12,Morning,Afternoon,Evening
6069,CMSC 99999,3,11,Morning,Evening,Afternoon
6070,CMSC 99999,4,4,Afternoon,Morning,Evening
6071,CMSC 99999,1,3,Morning,Evening,Afternoon
6072,CMSC 99999,2,4,Afternoon,Evening,Morning
6073,CMSC 99999,1,4,Morning,Afternoon,Evening
6074,CMSC 99999,3,6,Morning,Afternoon,Evening
6075,CMSC 99999,3,5,Morning,Evening,Afternoon
6076,CMSC 99999,2,4,Morning,Evening,Afternoon
6077,CMSC 99999,2,9,Morning,Evening,Afternoon
6078,CMSC 99999,1,4,Afternoon,Evening,Morning
6079,CMSC 99999,1,2,Morning,Evening,Afternoon
6080,CMSC 99999,2,3,Morning,Evening,Afternoon
6081,CMSC 99999,2,7,Evening,Afternoon,Morning
6082,CMSC 99999,1,4,Morning,Evening,Afternoon
6083,CMSC 99999,2,8,Afternoon,Evening,Morning
6084,CMSC 99999,4,14,Evening,Morning,Afternoon
6085,CMSC 99999,3,7,Evening,Afternoon,Morning
6086,CMSC 99999,1,3,Afternoon,Morning,Evening
6087,CMSC 99999,4,6,Evening,Morning,Afternoon
6088,CMSC 99999,1,2,Evening,Morning,Afternoon
